distance,speed,rpm,selected_gear,fl_force_vec.y,fl_slip_vec.y,fl_z_vel,fl_spin,fr_force_vec.y,fr_slip_vec.y,fr_z_vel,fr_spin
311.320424499526,107.258464207922,4240.88829137825,4,89.5127590458568,0.00211903386857,29.581685391868,29.5189847419297,97.8548661208734,0.00230127357929,29.599157333374,29.5310248799497
321.338821070819,109.147398849521,4404.07932764471,4,89.107088136673,0.00216094221105,30.110434627533,30.0453797817221,86.1581386566162,0.00195162078599,30.1371510744095,30.0783506597596
331.461426709488,109.333891438856,2872.21477723233,5,1.21238497169688,0.00002903869026,30.36244161129,30.3615596520414,0.56288765347563,0.00001322440762,30.3753273010254,30.3749252348216
341.584229154032,109.469091988585,3783.98867029923,5,6.75017641969025,0.00015945896872,30.3712155580521,30.3663625017379,6.51070752367377,0.00015083551635,30.3761332511902,30.3715417992629
351.662631473343,110.9931631961,3868.26023603878,5,60.6206790103188,0.00142724169831,30.6640922208376,30.6203207106785,60.7121716752837,0.00139952204308,30.6691977102545,30.6262714609606
361.752235062927,112.512348026995,3799.9477213617,5,60.9664785434038,0.00142190716594,31.0925411811242,31.0483310326319,60.9323265858186,0.00139820040353,31.095820304675,31.0523417431891
371.849146256625,114.103813643154,3945.77591856155,5,64.2809658298245,0.00150482304388,31.5202079128909,31.4727661571664,65.7761877976455,0.00151218885296,31.5282375781567,31.4805494880545
381.955758366314,115.683556926334,3940.13518874362,5,64.8382366581967,0.00153034658471,31.9611334047819,31.9122145207893,65.5828206413671,0.0014902150188,31.9782163469415,31.9305578120677
392.073565415045,117.404500568877,3966.45933185513,5,70.0429711914063,0.00168490337984,32.4215088399251,32.3668790188646,73.776316986084,0.0016648156615,32.453876953125,32.399849370608
402.185779547142,118.253021767547,3854.52464556841,5,35.3048272809467,0.00086072236932,32.8084978155188,32.7802906593399,31.7787998495875,0.00070864917448,32.841855487308,32.8186082876066
412.296802890096,117.85063638659,3814.40953119468,5,-15.165047490919,-0.00033442147361,32.7760076780577,32.786968167337,-18.971356056832,-0.00039134728384,32.7821941891232,32.7950230373571
422.372790492784,117.44282923591,3779.71725240254,5,-16.3923294157595,-0.0003529688201,32.6713901210476,32.682921710741,-18.4891074541453,-0.00039323465977,32.6589135865907,32.6717558976277
432.413600521318,117.031063519116,3748.03032667792,5,-16.7389599890322,-0.00035332879299,32.5623316378207,32.573836546799,-17.8046096917745,-0.0003869979146,32.5400591669856,32.5526518168307
442.419266376251,116.620885311095,3721.88962971413,5,-17.0820961771785,-0.00035636157062,32.45096258215,32.4625266999498,-17.6848150588371,-0.00038956490804,32.4233898472142,32.4360207067685
452.524308767371,116.204042972198,3774.39101487576,5,-17.2596777280172,-0.00035791850135,32.3377921040853,32.3493661766996,-17.5791500282288,-0.00039067107718,32.3072246297201,32.3198459233692
462.593338440823,115.792369019611,3829.53113109996,5,-17.1750338681539,-0.00035484648998,32.2234477742513,32.2348818003686,-17.3350943692525,-0.00038687511813,32.1913571166992,32.2038107882938
472.626454334298,115.378348931008,3708.58327381127,5,-17.2751494344076,-0.00035630475701,32.1088589986165,32.1202991422241,-17.3225999132792,-0.00038751097144,32.0761587524414,32.0885882645682
482.756833452654,114.960403712502,3665.52771463983,5,-17.1365038595702,-0.00035343412741,31.9939342047039,32.0052415869877,-17.1846859643334,-0.00038514838314,31.9607555740758,31.9730649052998
492.850597912515,114.543313032085,3627.73615960353,5,-17.1335804901625,-0.00035343853846,31.8783941519888,31.8896608443509,-17.1657839197862,-0.00038499432087,31.8451266790691,31.8573865072598
